Plant ID,Plant Name,Family,Watering Frequency,Min Ideal Temperature in Celicius,Max Ideal Temperature in Celicius,Sunlight,Air temperature in Celicius
1391654,Daphne striata Tratt.,Thymelaeaceae,Less often than Every week,15,35,Partial sun,10
1391762,Dorotheanthus bellidiformis (Burm.f.) N.E.Br.,Aizoaceae,,,,,-7
1391797,Dryas octopetala L.,Rosaceae,Less often than Every week,0,25,Full sun,-8
1391805,Dryopteris carthusiana (Vill.) H.P.Fuchs,Dryopteridaceae,Less often than Every week,10,32,Partial sun,-1
1391807,Dryopteris cristata (L.) A.Gray,Dryopteridaceae,Less often than Every week,0,32,Partial sun,-3
1391809,Dryopteris dilatata (Hoffm.) A.Gray,Dryopteridaceae,Less often than Twice per week,5,32,Partial sun,-3
1391810,Dryopteris expansa (C.Presl) Fraser-Jenk. & Jermy,Dryopteridaceae,Less often than Every week,20,35,Partial sun,5
1391821,Dryopteris villarii (Bellardi) Woyn. ex Schinz & Thell.,Dryopteridaceae,Less often than Twice per week,20,38,Full shade,9
1391868,Empetrum nigrum L.,Ericaceae,Less often than Every week,0,32,Full sun,-9
1391953,Epipactis atrorubens (Hoffm.) Besser,Orchidaceae,Less often than Every week,0,21,Full sun,-6
1391960,Epipactis leptochila (Godfery) Godfery,Orchidaceae,,,,,-4
1391961,Epipactis microphylla (Ehrh.) Sw.,Orchidaceae,Less often than Every week,0,25,Partial sun,-9
1391962,Epipactis muelleri Godfery,Orchidaceae,Less often than Every week,0,25,Full shade,-7
1391963,Epipactis palustris (L.) Crantz,Orchidaceae,Less often than Every 1-2 weeks,10,35,Full sun,-3
1391964,Epipactis phyllanthes G.E.Sm.,Orchidaceae,Less often than Every week,0,25,Partial sun,-8
1391967,Epipactis purpurata Sm.,Orchidaceae,,,,,-4
1392093,Erucastrum gallicum (Willd.) O.E.Schulz,Brassicaceae,Less often than Every week,20,38,Full sun,13
1392094,Erucastrum incanum (L.) W.D.J.Koch,Brassicaceae,,,,,-6
1392096,Erucastrum nasturtiifolium (Poir.) O.E.Schulz,Brassicaceae,Less often than Every week,20,38,Full sun,-4
1392254,Fedia graciliflora Fisch. & C.A.Mey.,Valerianaceae,Less often than Every week,20,35,Full sun,3
1392361,Fragaria moschata Weston,Rosaceae,Less often than Every week,5,35,Full sun,-7
1392365,Freesia x hybrida L.H.Bailey,Iridaceae,Less often than Every week,,,,-9
1392418,Galega orientalis Lam.,Fabaceae,Less often than Every week,20,35,Full sun,2
1392475,Alliaria petiolata (M.Bieb.) Cavara & Grande,Brassicaceae,Less often than Every week,20,35,Partial sun,-9
1392601,Geropogon hybridus (L.) Sch.Bip.,Asteraceae,Less often than Every week,20,35,Full sun,5
1392653,Gomphocarpus fruticosus (L.) R.Br.,Asclepiadaceae,Less often than Every 1-2 weeks,20,38,Full sun,6
1392654,Gomphocarpus physocarpus E.Mey.,Asclepiadaceae,Less often than Every week,20,41,Full sun,-7
1392658,Guizotia abyssinica (L.f.) Cass.,Asteraceae,Less often than Every week,20,35,Full sun,12
1392689,Hebe andersonii (Lindl. & Paxton) Cockayne,Scrophulariaceae,,,,,-7
1392690,Hebe brachysiphon Summerh.,Scrophulariaceae,,,,,-1
1392691,Hebe ochracea Ashwin,Scrophulariaceae,,,,,-2
1392695,Hebe salicifolia (G.Forst.) Pennell,Scrophulariaceae,,,,,-10
1392730,Helicodiceros muscivorus (L.f.) Engl.,Araceae,Less often than Every week,,,Partial sun,-4
1392777,Hippophae rhamnoides L.,Elaeagnaceae,Less often than Every 2 weeks,0,32,Full sun,-2
1393241,Hypericum calycinum L.,Hypericaceae,Less often than Every 2-3 weeks,5,35,Full sun,1
1393242,Hypericum coris L.,Hypericaceae,,,,,-1
1393245,Hypericum elodes L.,Hypericaceae,,,,,-1
1393248,Hypericum x inodorum Mill.,Hypericaceae,,,,,-3
1393250,Hypericum maculatum Crantz,Hypericaceae,Less often than Every week,0,21,Full sun,-4
1393253,Hypericum nummularium L.,Hypericaceae,Less often than Every 3 weeks,10,35,Full sun,-2
1393254,Hypericum pulchrum L.,Hypericaceae,Less often than Every week,5,25,Full sun,0
1393257,Hypericum richeri Vill.,Hypericaceae,Less often than Every week,10,35,Full sun,-8
1393294,Dierama pulcherrimum (Hook.f.) Baker,Iridaceae,Less often than Every week,15,35,Full sun,-6
1393322,Iva xanthiifolia Nutt.,Asteraceae,,,,,-10
1393393,Kniphofia uvaria (L.) Hook.,Asphodelaceae,Less often than Every week,5,35,Full sun,-9
1393414,Lactuca alpina (L.) Benth. & Hook.f.,Asteraceae,,,,,-9
1393416,Lactuca macrophylla (Willd.) A.Gray,Asteraceae,,,,,-6
1393418,Lactuca viminea (L.) J.Presl & C.Presl,Asteraceae,Less often than Every 2-3 weeks,20,35,Full sun,-1
1393423,Lamium album L.,Lamiaceae,Less often than Every week,5,35,Partial sun,4
1393425,Lamium maculatum (L.) L.,Lamiaceae,Less often than Every week,5,35,Partial sun,-6
1393449,Lathraea clandestina L.,Orobanchaceae,Less often than Every week,15,32,Partial sun,-8
1393450,Lathraea squamaria L.,Orobanchaceae,Less often than Every week,15,32,Full shade,14
1393465,Lavandula x intermedia Emeric ex Loisel.,Lamiaceae,,,,,-8
1393466,Lavandula latifolia Medik.,Lamiaceae,Less often than Every 1-2 weeks,10,35,Full sun,-3
1393537,Limnanthes douglasii R.Br.,Limnanthaceae,Less often than Every week,20,35,Full sun,12
1393614,Liriodendron tulipifera L.,Magnoliaceae,Less often than Every 1-2 weeks,5,35,Full sun,-10
1393654,Lupinus arboreus Sims,Fabaceae,Less often than Every week,15,35,Full sun,-3
1393656,Lupinus x regalis Bergmans,Fabaceae,,,,,-2
1393725,Maianthemum bifolium (L.) F.W.Schmidt,Asparagaceae,Less often than Every week,0,32,Partial sun,-8
1393789,Melilotus altissimus Thuill.,Fabaceae,Less often than Every week,20,38,Full sun,11
1393792,Melilotus officinalis (L.) Lam.,Fabaceae,Less often than Every week,20,35,Full sun,-7
1393796,Melilotus spicatus (Sm.) Breistr.,Fabaceae,,,,,-3
1393818,Mercurialis ambigua L.f.,Euphorbiaceae,,,,,-3
1393823,Mercurialis tomentosa L.,Euphorbiaceae,Less often than Every week,20,41,Full sun,1
1393846,Moehringia ciliata (Scop.) Dalla Torre,Caryophyllaceae,Less often than Every week,,,Partial sun,-1
1393850,Moehringia muscosa L.,Caryophyllaceae,Less often than Every week,10,35,Full sun,6
1393851,Moehringia pentandra J.Gay,Caryophyllaceae,,,,,-8
1393933,Narthecium ossifragum (L.) Huds.,Nartheciaceae,Less often than Every week,5,25,Full sun,1
1393945,Neotinea lactea (Poir.) R.M.Bateman - Pridgeon & M.W.Chase,Orchidaceae,Less often than Every week,5,32,Partial sun,4
1393946,Neotinea ustulata (L.) R.M.Bateman - Pridgeon & M.W.Chase,Orchidaceae,Less often than Every week,5,32,Partial sun,-5
1393965,Noccaea caerulescens (J.Presl & C.Presl) F.K.Mey.,Brassicaceae,Less often than Every week,,,Full sun,-6
1393967,Noccaea montana (L.) F.K.Mey.,Brassicaceae,,,,,-3
1393968,Noccaea rotundifolia (L.) Moench,Brassicaceae,,,,,-7
1393980,Nymphaea candida C.Presl,Nymphaeaceae,Less often than Every week,5,32,Full sun,-10
1393981,Nymphoides peltata (S.G.Gmel.) Kuntze,Menyanthaceae,Less often than Every week,5,35,Full sun,-6
1394072,Ophrys arachnitiformis Gren. & M.Philippe,Orchidaceae,,,,,-10
1394073,Ophrys aranifera Huds.,Orchidaceae,,,,,-7
1394077,Ophrys aveyronensis (J.J.Wood) P.Delforge,Orchidaceae,,,,,-6
1394078,Ophrys aymoninii (Breistr.) Buttler,Orchidaceae,,,,,-3
1394082,Ophrys bertolonii Moretti,Orchidaceae,Less often than Every week,10,35,Full sun,9
1394088,Ophrys catalaunica O.Danesch & E.Danesch,Orchidaceae,,,,,-7
1394114,Ophrys exaltata Ten.,Orchidaceae,,,,,-7
1394120,Ophrys fuciflora (F.W.Schmidt) Moench,Orchidaceae,Less often than Every 1-2 weeks,10,35,Partial sun,-9
1394128,Ophrys incubacea Bianca,Orchidaceae,,,,,-9
1394143,Ophrys lupercalis Devillers & Devillers-Tersch.,Orchidaceae,,,,,-4
1394153,Ophrys morisii (Martelli) SoÃ³,Orchidaceae,,,,,-8
1394164,Ophrys passionis Sennen,Orchidaceae,,,,,-7
1394169,Ophrys provincialis (Baumann & KÃ¼nkele) Paulus,Orchidaceae,,,,,-8
1394183,Ophrys saratoi E.G.Camus,Orchidaceae,,,,,-8
1394189,Ophrys sulcata Devillers & Devillers-Tersch.,Orchidaceae,,,,,-10
1394313,Oreopteris limbosperma (Bellardi ex All.) Holub,Thelypteridaceae,,,,,-4
1394378,Anemone x hybrida Paxton,Ranunculaceae,,,,,-1
1394382,Anemone alpina L.,Ranunculaceae,,,,,-10
1394383,Pancratium illyricum L.,Amaryllidaceae,Less often than Every week,15,35,Full sun,-7
1394394,Anemone apennina L.,Ranunculaceae,Less often than Every week,10,35,Full sun,1
1394396,Anemone baldensis L.,Ranunculaceae,Less often than Every week,5,32,Full sun,-6
1394399,Papaver alpinum L.,Papaveraceae,Less often than Every week,20,35,Full sun,0
1394401,Papaver croceum Ledeb.,Papaveraceae,,,,,-3
1394404,Papaver orientale L.,Papaveraceae,Less often than Every week,20,35,Full sun,17
1394405,Papaver pseudoorientale (Fedde) Medw.,Papaveraceae,,,,,-7
1394406,Papaver rhaeticum Leresche,Papaveraceae,,,,,-9
1394418,Anemone halleri All.,Ranunculaceae,,,,,-3
1394420,Anemone hepatica L.,Ranunculaceae,,,,,-9
1394453,Pelargonium x hybridum (L.) Aiton,Geraniaceae,,,,,-4
1394454,Pelargonium inquinans (L.) Aiton,Geraniaceae,,,,,-9
1394455,Pelargonium peltatum (L.) Aiton,Geraniaceae,Less often than Every 1-2 weeks,20,38,Full sun,-10
1394457,Anemone montana Hoppe,Ranunculaceae,,,,,-8
1394460,Anemone nemorosa L.,Ranunculaceae,Less often than Every week,5,32,Partial sun,-8
1394489,Anemone pulsatilla L.,Ranunculaceae,,,,,-7
1394498,Anemone rubra Lam.,Ranunculaceae,,,,,-7
1394502,Phedimus stellatus (L.) Raf.,Crassulaceae,,,,,-6
1394504,Anemone sylvestris L.,Ranunculaceae,Less often than Every week,5,32,Partial sun,3
1394508,Anemone trifolia L.,Ranunculaceae,Less often than Every 1-2 weeks,5,32,Full sun,0
1394513,Anemone vernalis L.,Ranunculaceae,,,,,-3
1394549,Angelica heterocarpa J.Lloyd,Apiaceae,,,,,-6
1394580,Angelica razulii Gouan,Apiaceae,,,,,-8
1394591,Angelica sylvestris L.,Apiaceae,Less often than Every week,20,35,Full sun,10
1394648,Pleurospermum austriacum (L.) Hoffm.,Apiaceae,,,,,-5
1394714,Sasa palmata (Burb.) Camus,Poaceae,Less often than Every 1-2 weeks,,,Full sun,-6
1394759,Anthericum ramosum L.,Asparagaceae,Less often than Every week,5,25,Full sun,4
1394994,Pyracantha coccinea M.Roem.,Rosaceae,Less often than Every 1-2 weeks,10,35,Full sun,-4
1394995,Pyracantha rogersiana (A.B.Jacks.) Coltm.-Rog.,Rosaceae,Less often than Every week,10,35,Full sun,-5
1395391,Holodiscus discolor (Pursh) Maxim.,Rosaceae,Less often than Every week,10,35,Full sun,-6
1395720,Sagittaria graminea Michx.,Alismataceae,Less often than Every week,20,35,Full sun,3
1395721,Sagittaria latifolia Willd.,Alismataceae,Less often than Twice per week,10,35,Full sun,8
1395722,Sagittaria sagittifolia L.,Alismataceae,Less often than Every week,10,35,Full sun,0
1396133,Diascia rigescens E.Mey. ex Benth.,Scrophulariaceae,Less often than Every week,20,38,Full sun,-3
1396134,Diascia vigilis Hilliard & Burtt,Scrophulariaceae,,,,,-5
1396143,Sedum sarmentosum Bunge,Crassulaceae,Less often than Every 3 weeks,5,35,Full sun,-1
1396144,Sedum alpestre Vill.,Crassulaceae,Less often than Every 3 weeks,20,38,Full sun,14
1396145,Sedum annuum L.,Crassulaceae,Less often than Every week,20,38,Full sun,9
1396156,Sedum kamtschaticum Fisch. & C.A.Mey.,Crassulaceae,Less often than Every week,5,35,Full sun,-4
1396159,Sedum mexicanum Britton,Crassulaceae,,,,,-9
1396161,Sedum ochroleucum Chaix,Crassulaceae,,,,,-1
1396165,Sedum sexangulare L.,Crassulaceae,Less often than Every week,0,32,Full sun,-3
1396708,Metasequoia glyptostroboides Hu & W.C.Cheng,Cupressaceae,Less often than Every 1-2 weeks,5,35,Full sun,-3
1396713,Telekia speciosa (Schreb.) Baumg.,Asteraceae,Less often than Every week,0,32,Partial sun,-1
1396754,Thesium alpinum L.,Santalaceae,Less often than Every week,,,Full sun,-4
1396758,Thesium linophyllon L.,Santalaceae,Less often than Every week,,,Full sun,-5
1396823,Tradescantia x andersoniana F.Ludw. & Rohweder,Commelinaceae,,,,,-1
1396824,Tradescantia virginiana L.,Commelinaceae,Less often than Every week,5,35,Partial sun,-3
1396842,Trifolium alpestre L.,Fabaceae,Less often than Every week,10,35,Full sun,-3
1396843,Trifolium alpinum L.,Fabaceae,Less often than Every week,5,25,Full sun,-1
1396858,Trifolium pallescens Schreb.,Fabaceae,Less often than Every week,20,38,Full sun,17
1396867,Trifolium spadiceum L.,Fabaceae,,,,,-2
1396869,Trifolium thalii Vill.,Fabaceae,,,,,-2
1397208,Viscaria alpina (L.) G.Don,Caryophyllaceae,,,,,-8
1397209,Viscaria vulgaris Bernh.,Caryophyllaceae,Less often than Every week,0,32,Full sun,-8
1397268,Anemone hupehensis (Lemoine) Lemoine,Ranunculaceae,Less often than Every week,5,32,Full sun,-8
1397269,Anemone vitifolia Buch.-Ham. ex DC.,Ranunculaceae,,,,,-7
1397303,Adenostyles alpina (L.) Bluff & Fingerh.,Asteraceae,Less often than Every week,,,,-9
1397305,Alcea biennis Winterl,Malvaceae,,,,,-5
1397311,Anemone narcissiflora L.,Ranunculaceae,,,,,-1
1397312,Anemone ranunculoides L.,Ranunculaceae,Less often than Every week,10,38,Partial sun,0
1397313,Angelica archangelica L.,Apiaceae,Less often than Every week,20,35,Full sun,15
1397349,Chaerophyllum bulbosum L.,Apiaceae,Less often than Every week,20,35,Full sun,-6
1397351,Cirsium acaulon (L.) Scop.,Asteraceae,,,,,-10
1397352,Cirsium spinosissimum (L.) Scop.,Asteraceae,Less often than Every week,10,32,Full sun,-3
1397364,Cymbalaria muralis P.Gaertn. - B.Mey. & Scherb.,Scrophulariaceae,Less often than Twice per week,20,38,Partial sun,14
1397379,Eritrichium nanum (L.) Schrad. ex Gaudin,Boraginaceae,Less often than Every week,,,Full sun,-7
1397387,Fragaria viridis Weston,Rosaceae,Less often than Every week,5,35,Full sun,3
1397403,Honckenya peploides (L.) Ehrh.,Portulacaceae,Less often than Every week,0,32,Full sun,-8
1397407,Hypericum hyssopifolium Chaix,Hypericaceae,,,,,-5
1397408,Hypericum mutilum L.,Hypericaceae,Less often than Every week,20,38,Partial sun,15
1397420,Lactuca perennis L.,Asteraceae,Less often than Every week,5,35,Full sun,-10
1397491,Sedum atratum L.,Crassulaceae,Less often than Every 3 weeks,20,38,Full sun,0
1397510,Thesium pyrenaicum Pourr.,Santalaceae,Less often than Every week,,,,-1
1397514,Trifolium medium L.,Fabaceae,Less often than Every week,20,38,Full sun,-5
1397515,Trinia glauca (L.) Dumort.,Apiaceae,Less often than Every week,,,Full sun,-3
1397550,Sedum montanum Perrier & Songeon,Crassulaceae,,,,,-7
1397551,Trifolium badium Schreb.,Fabaceae,Less often than Every week,20,38,Full sun,-5
1397556,Freesia refracta (Jacq.) Eckl. ex Klatt,Iridaceae,Less often than Every week,15,35,Full sun,14
1397585,Freesia alba (G.L.Mey.) Grumbleton,Iridaceae,,,,,-7
1397598,Cobaea scandens Cav.,Polemoniaceae,Less often than Every week,20,38,Full sun,9
1397613,Fragaria virginiana Duchesne,Rosaceae,Less often than Twice per week,5,35,Full sun,-7
1397841,Anemone pratensis L.,Ranunculaceae,,,,,-8
1397959,Sagittaria lancifolia L.,Alismataceae,Less often than Twice per week,5,38,Full sun,-8
1398041,Neotinea tridentata (Scop.) R.M.Bateman - Pridgeon & M.W.Chase,Orchidaceae,Less often than Every week,5,32,Full sun,-4
1398111,Adenostyles alliariae (Gouan) A.Kern.,Asteraceae,Less often than Every week,10,25,Full sun,-9
1398125,Ophrys pseudoscolopax (Moggr.) Paulus & Gack,Orchidaceae,,,,,-8
1398128,Sedum palmeri S.Watson,Crassulaceae,Less often than Every 2-3 weeks,15,35,Full sun,-3
1398130,Hypericum olympicum L.,Hypericaceae,Less often than Twice per week,10,35,Full sun,-4
1398178,Tradescantia zebrina Bosse,Commelinaceae,Less often than Every week,20,38,Partial sun,9
1398196,Dryopteris erythrosora (Eaton) Kuntze,Woodsiaceae,Less often than Twice per week,5,35,Partial sun,-1
1398274,Adenostyles leucophylla (Willd.) Rchb.,Asteraceae,Less often than Every week,,,Partial sun,-4
1398326,Calycanthus floridus L.,Calycanthaceae,Less often than Twice per week,5,35,Partial sun,-2
1398333,Phyllanthus niruri L.,Phyllanthaceae,Less often than Every week,20,38,Full sun,-8
1398355,Ophrys araneola sensu auct.plur.,Orchidaceae,,,,,-3
1398444,Anemone blanda Schott & Kotschy,Ranunculaceae,Less often than Every week,5,32,Full sun,-1
1398447,Aralia elata (Miq.) Seem.,Araliaceae,Less often than Every 3 weeks,5,35,Partial sun,1
1398469,Ophrys virescens Philippe,Orchidaceae,,,,,-1
1398480,Clethra alnifolia L.,Clethraceae,Less often than Every 1-2 weeks,0,35,Partial sun,-9
1398494,Corispermum pallasii Steven,Amaranthaceae,,,,,-7
1398513,Hypericum patulum Thunb.,Hypericaceae,Less often than Every 2 weeks,0,32,Partial sun,-7
1398515,Hypericum x hidcoteense Hilling ex Geerinck,Hypericaceae,,,,,-4
1398526,Lupinus nootkatensis Donn ex Sims,Fabaceae,Less often than Every week,5,32,Full sun,-5
1398567,Smilax rotundifolia L.,Smilacaceae,Less often than Every 3 weeks,5,35,Partial sun,-8
1398592,Perovskia atriplicifolia Benth.,Lamiaceae,Less often than Every week,5,35,Full sun,-10
1398608,Nothofagus antarctica (G.Forst.) Oerst.,Nothofagaceae,Less often than Every 3 weeks,15,32,Full sun,5
1398615,Iva annua L.,Asteraceae,Less often than Every week,20,35,Full sun,13
1398700,Dryopteris fragrans (L.) Schott,Dryopteridaceae,Less often than Every week,20,38,Partial sun,4
1398805,Neotinea conica (Willd.) R.M.Bateman,Orchidaceae,,,,,-4
1398830,Tetraclinis articulata (Vahl) Mast.,Cupressaceae,Less often than Every 1-2 weeks,20,35,Full sun,-2
1399063,Alcea setosa (Boiss.) Alef.,Malvaceae,,,,,-2
1399141,Chaerophyllum aromaticum L.,Apiaceae,,,,,-8
1399145,Cucurbita moschata Duchesne,Cucurbitaceae,Less often than Twice per week,20,38,Full sun,-1
1399157,Daphne sericea Vahl,Thymelaeaceae,,,,,-5
1399231,Lamium orvala L.,Lamiaceae,Less often than Every week,20,35,Partial sun,15
1399338,Paederota bonarota (L.) L.,Plantaginaceae,,,,,-7
1399384,Rhodothamnus chamaecistus (L.) Rchb.,Ericaceae,Less often than Every week,,,Full sun,-6
1399667,Ophrys lunulata Parl.,Orchidaceae,Less often than Every week,20,38,,-9
1399783,Schefflera actinophylla Harms,Araliaceae,Less often than Every 1-2 weeks,20,38,Partial sun,3
1399803,Astydamia latifolia Baill.,Apiaceae,Less often than Twice per week,,,Full sun,-9
1399804,Lavandula pinnata Moench,Lamiaceae,Less often than Every week,20,38,Full sun,5
1399920,Angelica atropurpurea L.,Apiaceae,Less often than Every week,5,32,Partial sun,-1
1400060,Acacia pravissima F.Muell.,Fabaceae,Less often than Every 1-2 weeks,20,38,Full sun,8
1400080,Adonis pyrenaica DC.,Ranunculaceae,,,,,-10
1400081,Adonis vernalis L.,Ranunculaceae,Less often than Every week,0,32,Full sun,-4
1400096,Barbarea rupicola Moris,Brassicaceae,,,,,-2
1400100,Barbarea vulgaris R.Br.,Brassicaceae,Less often than Every week,20,35,Full sun,19
1400104,Acacia baileyana F.Muell.,Fabaceae,Less often than Every 2-3 weeks,20,38,Full sun,0
1400110,Bellium bellidioides L.,Asteraceae,,,,,-8
1400471,Bocoa prouacensis Aubl.,Fabaceae,Less often than Every 2-3 weeks,,,Full sun,-1
1400478,Nephrolepis biserrata (Sw.) Schott,Nephrolepidaceae,Less often than Every week,20,38,Partial sun,13
1400798,Vanilla pompona Schiede,Orchidaceae,Less often than Every week,20,38,Partial sun,18
1400844,Guatteria anteridifera Scharf & Maas,Annonaceae,,,,,-1
1401141,Caraipa densifolia Mart.,Calophyllaceae,Less often than Every 2-3 weeks,,,Full sun,-9
1401148,Caraipa punctulata Ducke,Calophyllaceae,Less often than Every 2-3 weeks,,,Full sun,-7
1401211,Vismia cayennensis (Jacq.) Pers.,Hypericaceae,Less often than Every 2-3 weeks,,,Full sun,-1
1401216,Vismia macrophylla Kunth,Hypericaceae,,,,,-4
1401222,Vismia sessilifolia (Aubl.) Choisy,Hypericaceae,,,,,-10
1401242,Dryopteris wallichiana (Spreng.) Hyl.,Dryopteridaceae,Less often than Twice per week,15,35,Partial sun,0
1401701,Xylopia frutescens Aubl.,Annonaceae,,,,,-7
1401711,Xylopia nitida Dunal,Annonaceae,,,,,-9
1401718,Xylopia sericea A.St.-Hil.,Annonaceae,,,,,-7
1401735,Phyllanthus urinaria L.,Phyllanthaceae,Less often than Every week,20,38,Partial sun,8
1401736,Pogonophora schomburgkiana Miers ex Benth.,Euphorbiaceae,Less often than Every week,,,Full sun,-6
1401737,Sagotia racemosa Baill.,Euphorbiaceae,Less often than Every 2-3 weeks,20,41,Full sun,4
1401883,Bonafousia undulata (Vahl) A.DC.,Apocynaceae,,,,,-3
1402303,Guarea gomma Pulle,Meliaceae,,,,,-10
1402356,Nymphoides indica (L.) Kuntze,Menyanthaceae,Less often than Every week,15,38,Full sun,-7
1402423,Anthurium hookeri Kunth,Araceae,Less often than Every week,20,38,Partial sun,-7
1402433,Anthurium jenmanii Engl.,Araceae,,,,,-2
1402464,Anthurium scandens (Aubl.) Engl.,Araceae,Less often than Twice per week,20,41,Partial sun,14
1402576,Dracontium polyphyllum L.,Araceae,,,,,-8
1402811,Crotalaria retusa L.,Fabaceae,Less often than Every week,20,38,Full sun,-8
1402920,Peperomia magnoliifolia (Jacq.) A.Dietr.,Piperaceae,,,,,-1
1402921,Peperomia obtusifolia (L.) A.Dietr.,Piperaceae,Less often than Every week,20,38,Full shade,3
1402924,Peperomia quadrangularis (J.V.Thomps.) A.Dietr.,Piperaceae,,,,,-6
1402925,Peperomia rotundifolia (L.) Kunth,Piperaceae,Less often than Twice per week,20,38,Partial sun,12
1402926,Peperomia serpens (Sw.) Loudon,Piperaceae,Less often than Twice per week,20,38,Partial sun,-3
1403272,Declieuxia fruticosa (Willd. ex Roem. & Schult.) Kuntze,Rubiaceae,,,,,-1
1403479,Mauritia flexuosa L.f.,Arecaceae,Less often than Every 2-3 weeks,20,38,Partial sun,7
1403654,Urera baccifera (L.) Gaudich. ex Wedd.,Urticaceae,Less often than Every 2-3 weeks,,,Partial sun,-8
1403826,Pereskia bleo (Kunth) DC.,Cactaceae,Less often than Every 2 weeks,20,38,Full sun,8
1403967,Cereus hexagonus (L.) Mill.,Cactaceae,Less often than Every 3 weeks,20,41,Full sun,9
1404002,Xylopia crinita R.E.Fr.,Annonaceae,,,,,-8
1404481,Vanilla planifolia Jacks.,Orchidaceae,Less often than Every week,20,38,Partial sun,0
1404745,Aciotis rubricaulis (Mart. ex DC.) Triana,Melastomataceae,,,,,-1
1404776,Guatteria amplifolia Triana & Planch.,Annonaceae,,,,,-4
1404804,Luffa cylindrica (L.) M.Roem.,Cucurbitaceae,,,,,-1
1405061,Cryptostegia madagascariensis Bojer ex Decne.,Apocynaceae,,,,,-8
1405088,Schefflera decaphylla (Seem.) Harms,Araliaceae,,,,,-4
1405252,Aphelandra scabra (Vahl) Sm.,Acanthaceae,Less often than Every 2-3 weeks,20,38,Partial sun,-1
1405641,Asystasia gangetica (L.) T.Anderson,Acanthaceae,Less often than Every week,20,38,Full sun,17
1405653,Piriqueta cistoides (L.) Griseb.,Turneraceae,Less often than Every week,,,Full sun,-4
1405685,Acalypha wilkesiana MÃ¼ll.Arg.,Euphorbiaceae,Less often than Every 1-2 weeks,20,41,Full sun,-2
1405686,Breynia disticha J.R.Forst. & G.Forst.,Phyllanthaceae,Less often than Every week,20,38,Full sun,14
1405703,Crotalaria incana L.,Fabaceae,Less often than Every week,15,38,Full sun,8
1406426,Crotalaria pallida Aiton,Fabaceae,Less often than Every week,15,38,Full sun,2
1406486,Kigelia africana (Lam.) Benth.,Bignoniaceae,Less often than Every 2 weeks,20,38,Full sun,1
1406756,Guatteria citriodora Ducke,Annonaceae,,,,,-4
1406863,Acalypha indica L.,Euphorbiaceae,Less often than Every week,20,38,Full sun,14
1407077,Guatteria punctata (Aubl.) R.A.Howard,Annonaceae,Less often than Every week,,,Full sun,-2
1407379,Anthurium crystallinum Linden & AndrÃ©,Araceae,Less often than Every week,20,41,Partial sun,6
1407873,Cryptopus elatus (Thouars) Lindl.,Orchidaceae,Less often than Every week,20,38,Partial sun,-6
1407874,Cryptostegia grandiflora R.Br.,Apocynaceae,Less often than Every week,20,38,Full sun,-9
1408034,Eranthemum pulchellum Andrews,Acanthaceae,Less often than Every week,20,38,Full sun,12
1408037,Alocasia cucullata (Lour.) G.Don,Araceae,Less often than Twice per week,20,38,Partial sun,-5
1408041,Alocasia longiloba Miq.,Araceae,,,,,-5
1408045,Alocasia macrorrhizos (L.) G.Don,Araceae,Less often than Every week,20,38,Partial sun,17
1408066,Faujasia salicifolia (Pers.) C.Jeffrey,Asteraceae,Less often than Every week,,,Partial sun,-1
1408071,Fernelia buxifolia Lam.,Rubiaceae,,,,,-4
1408092,Fragaria x ananassa Duchesne ex Rozier,Rosaceae,,,,,-8
1408107,Geniostoma borbonicum (Lam.) Spreng.,Loganiaceae,,,,,-6
1408160,Hernandia mascarenensis (Meisn.) Kubitzki,Hernandiaceae,,,,,-9
1408214,Hypericum lanceolatum Lam.,Hypericaceae,,,,,-1
1408227,Acacia auriculiformis A.Cunn. ex Benth.,Fabaceae,Less often than Every 2 weeks,20,38,Full sun,1
1408284,Leonitis nepetifolia (L.) R.Br.,Lamiaceae,,,,,-7
1408386,Mussaenda arcuata Poir.,Rubiaceae,,,,,-5
1408401,Nephrolepis abrupta (Bory) Mett.,Nephrolepidaceae,,,,,-1
1408421,Acacia heterophylla (Lam.) Willd.,Fabaceae,Less often than Every 2-3 weeks,15,38,Full sun,8
1408451,Paederia foetida L.,Rubiaceae,Less often than Every week,10,38,Full sun,-2
1408468,Pelargonium x asperum Ehrh. ex Willd.,Geraniaceae,,,,,-5
1408490,Pereskia grandifolia Haw.,Cactaceae,Less often than Every 1-2 weeks,20,38,Full sun,17
1408502,Antirhea borbonica J.F.Gmel.,Rubiaceae,Less often than Every 2-3 weeks,,,Partial sun,-7
1408507,Phyllanthus emblica L.,Phyllanthaceae,Less often than Every 2-3 weeks,20,38,Full sun,8
1408508,Phyllanthus niruroides MÃ¼ll.Arg.,Phyllanthaceae,,,,,-2
1408509,Phyllanthus phillyreifolius Poir.,Phyllanthaceae,,,,,-5
1408557,Pongamia pinnata (L.) Pierre,Fabaceae,Less often than Every 2 weeks,20,38,Full sun,4
1408594,Acacia podalyriifolia A.Cunn. ex G.Don,Fabaceae,Less often than Every 2 weeks,5,32,Full sun,-5
1408657,Schefflera actinophylla (F.Muell.) Harms,Araliaceae,Less often than Every 1-2 weeks,20,38,Partial sun,3
1408688,Acalypha hispida Burm.f.,Euphorbiaceae,Less often than Every week,20,41,Full sun,-9
1408718,Acalypha integrifolia Willd.,Euphorbiaceae,,,,,-6
